"Name","Year","Wins","Losses","Win_Percent","Arena","Location","Capacity"
"Los Angeles Kings",1990,46,24,0.657142857142857,NA,NA,NA
"Los Angeles Kings",1990,46,24,0.657142857142857,NA,NA,NA
"Los Angeles Kings",1990,46,24,0.657142857142857,NA,NA,NA
"Los Angeles Kings",1990,46,24,0.657142857142857,NA,NA,NA
"Los Angeles Kings",1990,46,24,0.657142857142857,NA,NA,NA
"Los Angeles Kings",1990,46,24,0.657142857142857,NA,NA,NA
"Los Angeles Kings",1990,46,24,0.657142857142857,NA,NA,NA
"Los Angeles Kings",1990,46,24,0.657142857142857,NA,NA,NA
"Los Angeles Kings",1990,46,24,0.657142857142857,NA,NA,NA
"Los Angeles Kings",1990,46,24,0.657142857142857,NA,NA,NA
"Los Angeles Kings",1990,46,24,0.657142857142857,NA,NA,NA
"Los Angeles Kings",1990,46,24,0.657142857142857,NA,NA,NA
"Los Angeles Kings",2012,27,16,0.627906976744186,NA,NA,NA
"Los Angeles Kings",2013,46,28,0.621621621621622,NA,NA,NA
"Los Angeles Kings",2014,40,27,0.597014925373134,NA,NA,NA
"Los Angeles Kings",2015,48,28,0.631578947368421,NA,NA,NA
"Los Angeles Kings",2016,39,35,0.527027027027027,NA,NA,NA
"Los Angeles Kings",2017,45,29,0.608108108108108,NA,NA,NA
"Los Angeles Kings",2018,31,42,0.424657534246575,NA,NA,NA
"Los Angeles Kings",2019,29,35,0.453125,NA,NA,NA
"Los Angeles Kings",2020,21,28,0.428571428571429,NA,NA,NA
"Los Angeles Kings",2021,36,22,0.620689655172414,NA,NA,NA
"Minnesota North Stars",1990,27,39,0.409090909090909,NA,NA,NA
"Minnesota North Stars",1990,27,39,0.409090909090909,NA,NA,NA
"Minnesota North Stars",1990,27,39,0.409090909090909,NA,NA,NA
"Minnesota North Stars",1990,27,39,0.409090909090909,NA,NA,NA
"Minnesota North Stars",1990,27,39,0.409090909090909,NA,NA,NA
"Minnesota North Stars",1990,27,39,0.409090909090909,NA,NA,NA
"Minnesota North Stars",1990,27,39,0.409090909090909,NA,NA,NA
"Minnesota North Stars",1990,27,39,0.409090909090909,NA,NA,NA
"Minnesota North Stars",1990,27,39,0.409090909090909,NA,NA,NA
"Minnesota North Stars",1990,27,39,0.409090909090909,NA,NA,NA
"Minnesota North Stars",1990,27,39,0.409090909090909,NA,NA,NA
"Minnesota North Stars",1990,27,39,0.409090909090909,NA,NA,NA
"Minnesota North Stars",1990,27,39,0.409090909090909,NA,NA,NA
"Minnesota North Stars",1990,27,39,0.409090909090909,NA,NA,NA
"Minnesota North Stars",1990,27,39,0.409090909090909,NA,NA,NA
"Minnesota North Stars",1990,27,39,0.409090909090909,NA,NA,NA
"Minnesota North Stars",1990,27,39,0.409090909090909,NA,NA,NA
"Minnesota North Stars",1990,27,39,0.409090909090909,NA,NA,NA
"Minnesota North Stars",1990,27,39,0.409090909090909,NA,NA,NA
"Minnesota North Stars",1990,27,39,0.409090909090909,NA,NA,NA
"Minnesota North Stars",1990,27,39,0.409090909090909,NA,NA,NA
"Minnesota North Stars",1990,27,39,0.409090909090909,NA,NA,NA
"Minnesota North Stars",1990,27,39,0.409090909090909,NA,NA,NA
"Minnesota North Stars",1990,27,39,0.409090909090909,NA,NA,NA
"Minnesota Wild",2012,26,19,0.577777777777778,NA,NA,NA
"Minnesota Wild",2013,43,27,0.614285714285714,NA,NA,NA
"Minnesota Wild",2014,46,28,0.621621621621622,NA,NA,NA
"Minnesota Wild",2015,38,33,0.535211267605634,NA,NA,NA
"Minnesota Wild",2016,49,25,0.662162162162162,NA,NA,NA
"Minnesota Wild",2017,45,26,0.633802816901408,NA,NA,NA
"Minnesota Wild",2018,37,36,0.506849315068493,NA,NA,NA
"Minnesota Wild",2019,35,27,0.564516129032258,NA,NA,NA
"Minnesota Wild",2020,35,16,0.686274509803922,NA,NA,NA
"Minnesota Wild",2021,40,20,0.666666666666667,NA,NA,NA
"Montreal Canadiens",1990,39,30,0.565217391304348,NA,NA,NA
"Montreal Canadiens",1990,39,30,0.565217391304348,NA,NA,NA
"Montreal Canadiens",1990,39,30,0.565217391304348,NA,NA,NA
"Montreal Canadiens",1990,39,30,0.565217391304348,NA,NA,NA
"Montreal Canadiens",1990,39,30,0.565217391304348,NA,NA,NA
"Montreal Canadiens",1990,39,30,0.565217391304348,NA,NA,NA
"Montreal Canadiens",1990,39,30,0.565217391304348,NA,NA,NA
"Montreal Canadiens",1990,39,30,0.565217391304348,NA,NA,NA
"Montreal Canadiens",1990,39,30,0.565217391304348,NA,NA,NA
"Montreal Canadiens",1990,39,30,0.565217391304348,NA,NA,NA
"Montreal Canadiens",1990,39,30,0.565217391304348,NA,NA,NA
"Montreal Canadiens",1990,39,30,0.565217391304348,NA,NA,NA
"Montreal Canadiens",1990,39,30,0.565217391304348,NA,NA,NA
"Montreal Canadiens",1990,39,30,0.565217391304348,NA,NA,NA
"Montreal Canadiens",1990,39,30,0.565217391304348,NA,NA,NA
"Montreal Canadiens",1990,39,30,0.565217391304348,NA,NA,NA
"Montreal Canadiens",1990,39,30,0.565217391304348,NA,NA,NA
"Montreal Canadiens",1990,39,30,0.565217391304348,NA,NA,NA
"Montreal Canadiens",1990,39,30,0.565217391304348,NA,NA,NA
"Montreal Canadiens",1990,39,30,0.565217391304348,NA,NA,NA
"Montreal Canadiens",1990,39,30,0.565217391304348,NA,NA,NA
"Montreal Canadiens",1990,39,30,0.565217391304348,NA,NA,NA
"Montreal Canadiens",1990,39,30,0.565217391304348,NA,NA,NA
"Montreal Canadiens",1990,39,30,0.565217391304348,NA,NA,NA
"Montreal Canadiens",2012,29,14,0.674418604651163,NA,NA,NA
"Montreal Canadiens",2013,46,28,0.621621621621622,NA,NA,NA
"Montreal Canadiens",2014,50,22,0.694444444444444,NA,NA,NA
"Montreal Canadiens",2015,38,38,0.5,NA,NA,NA
"Montreal Canadiens",2016,47,26,0.643835616438356,NA,NA,NA
"Montreal Canadiens",2017,29,40,0.420289855072464,NA,NA,NA
"Montreal Canadiens",2018,44,30,0.594594594594595,NA,NA,NA
"Montreal Canadiens",2019,31,31,0.5,NA,NA,NA
"Montreal Canadiens",2020,24,21,0.533333333333333,NA,NA,NA
"Montreal Canadiens",2021,18,37,0.327272727272727,NA,NA,NA
"Nashville Predators",2012,16,23,0.41025641025641,NA,NA,NA
"Nashville Predators",2013,38,32,0.542857142857143,NA,NA,NA
"Nashville Predators",2014,47,25,0.652777777777778,NA,NA,NA
"Nashville Predators",2015,41,27,0.602941176470588,NA,NA,NA
"Nashville Predators",2016,41,29,0.585714285714286,NA,NA,NA
"Nashville Predators",2017,53,18,0.746478873239437,NA,NA,NA
"Nashville Predators",2018,47,29,0.618421052631579,NA,NA,NA
"Nashville Predators",2019,35,26,0.573770491803279,NA,NA,NA
"Nashville Predators",2020,31,23,0.574074074074074,NA,NA,NA
"Nashville Predators",2021,38,24,0.612903225806452,NA,NA,NA
"New Jersey Devils",1990,32,33,0.492307692307692,NA,NA,NA
"New Jersey Devils",1990,32,33,0.492307692307692,NA,NA,NA
"New Jersey Devils",1990,32,33,0.492307692307692,NA,NA,NA
"New Jersey Devils",1990,32,33,0.492307692307692,NA,NA,NA
"New Jersey Devils",1990,32,33,0.492307692307692,NA,NA,NA
"New Jersey Devils",1990,32,33,0.492307692307692,NA,NA,NA
"New Jersey Devils",1990,32,33,0.492307692307692,NA,NA,NA
"New Jersey Devils",1990,32,33,0.492307692307692,NA,NA,NA
"New Jersey Devils",1990,32,33,0.492307692307692,NA,NA,NA
"New Jersey Devils",1990,32,33,0.492307692307692,NA,NA,NA
"New Jersey Devils",1990,32,33,0.492307692307692,NA,NA,NA
"New Jersey Devils",1990,32,33,0.492307692307692,NA,NA,NA
"New Jersey Devils",1990,32,33,0.492307692307692,NA,NA,NA
"New Jersey Devils",1990,32,33,0.492307692307692,NA,NA,NA
"New Jersey Devils",1990,32,33,0.492307692307692,NA,NA,NA
"New Jersey Devils",1990,32,33,0.492307692307692,NA,NA,NA
"New Jersey Devils",1990,32,33,0.492307692307692,NA,NA,NA
"New Jersey Devils",1990,32,33,0.492307692307692,NA,NA,NA
"New Jersey Devils",1990,32,33,0.492307692307692,NA,NA,NA
"New Jersey Devils",1990,32,33,0.492307692307692,NA,NA,NA
"New Jersey Devils",1990,32,33,0.492307692307692,NA,NA,NA
"New Jersey Devils",1990,32,33,0.492307692307692,NA,NA,NA
"New Jersey Devils",1990,32,33,0.492307692307692,NA,NA,NA
"New Jersey Devils",1990,32,33,0.492307692307692,NA,NA,NA
"New Jersey Devils",2012,19,19,0.5,NA,NA,NA
"New Jersey Devils",2013,35,29,0.546875,NA,NA,NA
"New Jersey Devils",2014,32,36,0.470588235294118,NA,NA,NA
"New Jersey Devils",2015,38,36,0.513513513513513,NA,NA,NA
"New Jersey Devils",2016,28,40,0.411764705882353,NA,NA,NA
"New Jersey Devils",2017,44,29,0.602739726027397,NA,NA,NA
"New Jersey Devils",2018,31,41,0.430555555555556,NA,NA,NA
"New Jersey Devils",2019,28,29,0.491228070175439,NA,NA,NA
"New Jersey Devils",2020,19,30,0.387755102040816,NA,NA,NA
"New Jersey Devils",2021,24,37,0.39344262295082,NA,NA,NA
"New York Islanders",1990,25,45,0.357142857142857,NA,NA,NA
"New York Islanders",1990,25,45,0.357142857142857,NA,NA,NA
"New York Islanders",1990,25,45,0.357142857142857,NA,NA,NA
"New York Islanders",1990,25,45,0.357142857142857,NA,NA,NA
"New York Islanders",1990,25,45,0.357142857142857,NA,NA,NA
"New York Islanders",1990,25,45,0.357142857142857,NA,NA,NA
"New York Islanders",1990,25,45,0.357142857142857,NA,NA,NA
"New York Islanders",1990,25,45,0.357142857142857,NA,NA,NA
"New York Islanders",1990,25,45,0.357142857142857,NA,NA,NA
"New York Islanders",1990,25,45,0.357142857142857,NA,NA,NA
"New York Islanders",1990,25,45,0.357142857142857,NA,NA,NA
"New York Islanders",1990,25,45,0.357142857142857,NA,NA,NA
"New York Islanders",1990,25,45,0.357142857142857,NA,NA,NA
"New York Islanders",1990,25,45,0.357142857142857,NA,NA,NA
"New York Islanders",1990,25,45,0.357142857142857,NA,NA,NA
"New York Islanders",1990,25,45,0.357142857142857,NA,NA,NA
"New York Islanders",1990,25,45,0.357142857142857,NA,NA,NA
"New York Islanders",1990,25,45,0.357142857142857,NA,NA,NA
"New York Islanders",1990,25,45,0.357142857142857,NA,NA,NA
"New York Islanders",1990,25,45,0.357142857142857,NA,NA,NA
"New York Islanders",1990,25,45,0.357142857142857,NA,NA,NA
"New York Islanders",1990,25,45,0.357142857142857,NA,NA,NA
"New York Islanders",1990,25,45,0.357142857142857,NA,NA,NA
"New York Islanders",1990,25,45,0.357142857142857,NA,NA,NA
"New York Islanders",2012,24,17,0.585365853658537,NA,NA,NA
"New York Islanders",2013,34,37,0.47887323943662,NA,NA,NA
"New York Islanders",2014,47,28,0.626666666666667,NA,NA,NA
"New York Islanders",2015,45,27,0.625,NA,NA,NA
"New York Islanders",2016,41,29,0.585714285714286,NA,NA,NA
"New York Islanders",2017,35,37,0.486111111111111,NA,NA,NA
"New York Islanders",2018,48,27,0.64,NA,NA,NA
"New York Islanders",2019,35,23,0.603448275862069,NA,NA,NA
"New York Islanders",2020,32,17,0.653061224489796,NA,NA,NA
"New York Islanders",2021,28,27,0.509090909090909,NA,NA,NA
"New York Rangers",1990,36,31,0.537313432835821,NA,NA,NA
"New York Rangers",1990,36,31,0.537313432835821,NA,NA,NA
"New York Rangers",1990,36,31,0.537313432835821,NA,NA,NA
"New York Rangers",1990,36,31,0.537313432835821,NA,NA,NA
"New York Rangers",1990,36,31,0.537313432835821,NA,NA,NA
"New York Rangers",1990,36,31,0.537313432835821,NA,NA,NA
"New York Rangers",1990,36,31,0.537313432835821,NA,NA,NA
"New York Rangers",1990,36,31,0.537313432835821,NA,NA,NA
"New York Rangers",1990,36,31,0.537313432835821,NA,NA,NA
"New York Rangers",1990,36,31,0.537313432835821,NA,NA,NA
"New York Rangers",1990,36,31,0.537313432835821,NA,NA,NA
"New York Rangers",1990,36,31,0.537313432835821,NA,NA,NA
"New York Rangers",1990,36,31,0.537313432835821,NA,NA,NA
"New York Rangers",1990,36,31,0.537313432835821,NA,NA,NA
"New York Rangers",1990,36,31,0.537313432835821,NA,NA,NA
"New York Rangers",1990,36,31,0.537313432835821,NA,NA,NA
"New York Rangers",1990,36,31,0.537313432835821,NA,NA,NA
"New York Rangers",1990,36,31,0.537313432835821,NA,NA,NA
"New York Rangers",1990,36,31,0.537313432835821,NA,NA,NA
"New York Rangers",1990,36,31,0.537313432835821,NA,NA,NA
"New York Rangers",1990,36,31,0.537313432835821,NA,NA,NA
"New York Rangers",1990,36,31,0.537313432835821,NA,NA,NA
"New York Rangers",1990,36,31,0.537313432835821,NA,NA,NA
"New York Rangers",1990,36,31,0.537313432835821,NA,NA,NA
"New York Rangers",2012,26,18,0.590909090909091,NA,NA,NA
"New York Rangers",2013,45,31,0.592105263157895,NA,NA,NA
"New York Rangers",2014,53,22,0.706666666666667,NA,NA,NA
"New York Rangers",2015,46,27,0.63013698630137,NA,NA,NA
"New York Rangers",2016,48,28,0.631578947368421,NA,NA,NA
"New York Rangers",2017,34,39,0.465753424657534,NA,NA,NA
"New York Rangers",2018,32,36,0.470588235294118,NA,NA,NA
"New York Rangers",2019,37,28,0.569230769230769,NA,NA,NA
"New York Rangers",2020,27,23,0.54,NA,NA,NA
"New York Rangers",2021,42,19,0.688524590163934,NA,NA,NA
"Ottawa Senators",2012,25,17,0.595238095238095,NA,NA,NA
"Ottawa Senators",2013,37,31,0.544117647058823,NA,NA,NA
"Ottawa Senators",2014,43,26,0.623188405797101,NA,NA,NA
"Ottawa Senators",2015,38,35,0.520547945205479,NA,NA,NA
"Ottawa Senators",2016,44,28,0.611111111111111,NA,NA,NA
"Ottawa Senators",2017,28,43,0.394366197183099,NA,NA,NA
"Ottawa Senators",2018,29,47,0.381578947368421,NA,NA,NA
"Ottawa Senators",2019,25,34,0.423728813559322,NA,NA,NA
"Ottawa Senators",2020,23,28,0.450980392156863,NA,NA,NA
"Ottawa Senators",2021,23,36,0.389830508474576,NA,NA,NA
"Philadelphia Flyers",1990,33,37,0.471428571428571,NA,NA,NA
"Philadelphia Flyers",1990,33,37,0.471428571428571,NA,NA,NA
"Philadelphia Flyers",1990,33,37,0.471428571428571,NA,NA,NA
"Philadelphia Flyers",1990,33,37,0.471428571428571,NA,NA,NA
"Philadelphia Flyers",1990,33,37,0.471428571428571,NA,NA,NA
"Philadelphia Flyers",1990,33,37,0.471428571428571,NA,NA,NA
"Philadelphia Flyers",1990,33,37,0.471428571428571,NA,NA,NA
"Philadelphia Flyers",1990,33,37,0.471428571428571,NA,NA,NA
"Philadelphia Flyers",1990,33,37,0.471428571428571,NA,NA,NA
"Philadelphia Flyers",1990,33,37,0.471428571428571,NA,NA,NA
"Philadelphia Flyers",1990,33,37,0.471428571428571,NA,NA,NA
"Philadelphia Flyers",1990,33,37,0.471428571428571,NA,NA,NA
"Philadelphia Flyers",1990,33,37,0.471428571428571,NA,NA,NA
"Philadelphia Flyers",1990,33,37,0.471428571428571,NA,NA,NA
"Philadelphia Flyers",1990,33,37,0.471428571428571,NA,NA,NA
"Philadelphia Flyers",1990,33,37,0.471428571428571,NA,NA,NA
"Philadelphia Flyers",1990,33,37,0.471428571428571,NA,NA,NA
"Philadelphia Flyers",1990,33,37,0.471428571428571,NA,NA,NA
"Philadelphia Flyers",1990,33,37,0.471428571428571,NA,NA,NA
"Philadelphia Flyers",1990,33,37,0.471428571428571,NA,NA,NA
"Philadelphia Flyers",1990,33,37,0.471428571428571,NA,NA,NA
"Philadelphia Flyers",1990,33,37,0.471428571428571,NA,NA,NA
"Philadelphia Flyers",1990,33,37,0.471428571428571,NA,NA,NA
"Philadelphia Flyers",1990,33,37,0.471428571428571,NA,NA,NA
"Philadelphia Flyers",2012,23,22,0.511111111111111,NA,NA,NA
"Philadelphia Flyers",2013,42,30,0.583333333333333,NA,NA,NA
"Philadelphia Flyers",2014,33,31,0.515625,NA,NA,NA
"Philadelphia Flyers",2015,41,27,0.602941176470588,NA,NA,NA
"Philadelphia Flyers",2016,39,33,0.541666666666667,NA,NA,NA
"Philadelphia Flyers",2017,42,26,0.61764705882353,NA,NA,NA
"Philadelphia Flyers",2018,37,37,0.5,NA,NA,NA
"Philadelphia Flyers",2019,41,21,0.661290322580645,NA,NA,NA
"Philadelphia Flyers",2020,25,23,0.520833333333333,NA,NA,NA
"Philadelphia Flyers",2021,21,34,0.381818181818182,NA,NA,NA
"Phoenix Coyotes",2012,21,18,0.538461538461538,NA,NA,NA
"Phoenix Coyotes",2013,37,30,0.552238805970149,NA,NA,NA
"Pittsburgh Penguins",1990,41,33,0.554054054054054,NA,NA,NA
"Pittsburgh Penguins",1990,41,33,0.554054054054054,NA,NA,NA
"Pittsburgh Penguins",1990,41,33,0.554054054054054,NA,NA,NA
"Pittsburgh Penguins",1990,41,33,0.554054054054054,NA,NA,NA
"Pittsburgh Penguins",1990,41,33,0.554054054054054,NA,NA,NA
"Pittsburgh Penguins",1990,41,33,0.554054054054054,NA,NA,NA
"Pittsburgh Penguins",1990,41,33,0.554054054054054,NA,NA,NA
"Pittsburgh Penguins",1990,41,33,0.554054054054054,NA,NA,NA
"Pittsburgh Penguins",1990,41,33,0.554054054054054,NA,NA,NA
"Pittsburgh Penguins",1990,41,33,0.554054054054054,NA,NA,NA
"Pittsburgh Penguins",1990,41,33,0.554054054054054,NA,NA,NA
"Pittsburgh Penguins",1990,41,33,0.554054054054054,NA,NA,NA
"Pittsburgh Penguins",1990,41,33,0.554054054054054,NA,NA,NA
"Pittsburgh Penguins",1990,41,33,0.554054054054054,NA,NA,NA
"Pittsburgh Penguins",1990,41,33,0.554054054054054,NA,NA,NA
"Pittsburgh Penguins",1990,41,33,0.554054054054054,NA,NA,NA
"Pittsburgh Penguins",1990,41,33,0.554054054054054,NA,NA,NA
"Pittsburgh Penguins",1990,41,33,0.554054054054054,NA,NA,NA
"Pittsburgh Penguins",1990,41,33,0.554054054054054,NA,NA,NA
"Pittsburgh Penguins",1990,41,33,0.554054054054054,NA,NA,NA
"Pittsburgh Penguins",1990,41,33,0.554054054054054,NA,NA,NA
"Pittsburgh Penguins",1990,41,33,0.554054054054054,NA,NA,NA
"Pittsburgh Penguins",1990,41,33,0.554054054054054,NA,NA,NA
"Pittsburgh Penguins",1990,41,33,0.554054054054054,NA,NA,NA
"Pittsburgh Penguins",2012,36,12,0.75,NA,NA,NA
"Pittsburgh Penguins",2013,51,24,0.68,NA,NA,NA
"Pittsburgh Penguins",2014,43,27,0.614285714285714,NA,NA,NA
"Pittsburgh Penguins",2015,48,26,0.648648648648649,NA,NA,NA
"Pittsburgh Penguins",2016,50,21,0.704225352112676,NA,NA,NA
"Pittsburgh Penguins",2017,47,29,0.618421052631579,NA,NA,NA
"Pittsburgh Penguins",2018,44,26,0.628571428571429,NA,NA,NA
"Pittsburgh Penguins",2019,40,23,0.634920634920635,NA,NA,NA
"Pittsburgh Penguins",2020,37,16,0.69811320754717,NA,NA,NA
"Pittsburgh Penguins",2021,40,17,0.701754385964912,NA,NA,NA
"Quebec Nordiques",1990,16,50,0.242424242424242,NA,NA,NA
"Quebec Nordiques",1990,16,50,0.242424242424242,NA,NA,NA
"Quebec Nordiques",1990,16,50,0.242424242424242,NA,NA,NA
"Quebec Nordiques",1990,16,50,0.242424242424242,NA,NA,NA
"Quebec Nordiques",1990,16,50,0.242424242424242,NA,NA,NA
"Quebec Nordiques",1990,16,50,0.242424242424242,NA,NA,NA
"Quebec Nordiques",1990,16,50,0.242424242424242,NA,NA,NA
"Quebec Nordiques",1990,16,50,0.242424242424242,NA,NA,NA
"Quebec Nordiques",1990,16,50,0.242424242424242,NA,NA,NA
"Quebec Nordiques",1990,16,50,0.242424242424242,NA,NA,NA
"Quebec Nordiques",1990,16,50,0.242424242424242,NA,NA,NA
"Quebec Nordiques",1990,16,50,0.242424242424242,NA,NA,NA
"Quebec Nordiques",1990,16,50,0.242424242424242,NA,NA,NA
"Quebec Nordiques",1990,16,50,0.242424242424242,NA,NA,NA
"Quebec Nordiques",1990,16,50,0.242424242424242,NA,NA,NA
"Quebec Nordiques",1990,16,50,0.242424242424242,NA,NA,NA
"Quebec Nordiques",1990,16,50,0.242424242424242,NA,NA,NA
"Quebec Nordiques",1990,16,50,0.242424242424242,NA,NA,NA
"Quebec Nordiques",1990,16,50,0.242424242424242,NA,NA,NA
"Quebec Nordiques",1990,16,50,0.242424242424242,NA,NA,NA
"Quebec Nordiques",1990,16,50,0.242424242424242,NA,NA,NA
"Quebec Nordiques",1990,16,50,0.242424242424242,NA,NA,NA
"Quebec Nordiques",1990,16,50,0.242424242424242,NA,NA,NA
"Quebec Nordiques",1990,16,50,0.242424242424242,NA,NA,NA
"San Jose Sharks",2012,25,16,0.609756097560976,NA,NA,NA
"San Jose Sharks",2013,51,22,0.698630136986301,NA,NA,NA
"San Jose Sharks",2014,40,33,0.547945205479452,NA,NA,NA
"San Jose Sharks",2015,46,30,0.605263157894737,NA,NA,NA
"San Jose Sharks",2016,46,29,0.613333333333333,NA,NA,NA
"San Jose Sharks",2017,45,27,0.625,NA,NA,NA
"San Jose Sharks",2018,46,27,0.63013698630137,NA,NA,NA
"San Jose Sharks",2019,29,36,0.446153846153846,NA,NA,NA
"San Jose Sharks",2020,21,28,0.428571428571429,NA,NA,NA
"San Jose Sharks",2021,29,28,0.508771929824561,NA,NA,NA
"Seattle Kraken",2021,20,39,0.338983050847458,NA,NA,NA
"St. Louis Blues",1990,47,22,0.681159420289855,NA,NA,NA
"St. Louis Blues",1990,47,22,0.681159420289855,NA,NA,NA
"St. Louis Blues",1990,47,22,0.681159420289855,NA,NA,NA
"St. Louis Blues",1990,47,22,0.681159420289855,NA,NA,NA
"St. Louis Blues",1990,47,22,0.681159420289855,NA,NA,NA
"St. Louis Blues",1990,47,22,0.681159420289855,NA,NA,NA
"St. Louis Blues",1990,47,22,0.681159420289855,NA,NA,NA
"St. Louis Blues",1990,47,22,0.681159420289855,NA,NA,NA
"St. Louis Blues",1990,47,22,0.681159420289855,NA,NA,NA
"St. Louis Blues",1990,47,22,0.681159420289855,NA,NA,NA
"St. Louis Blues",1990,47,22,0.681159420289855,NA,NA,NA
"St. Louis Blues",1990,47,22,0.681159420289855,NA,NA,NA
"St. Louis Blues",1990,47,22,0.681159420289855,NA,NA,NA
"St. Louis Blues",1990,47,22,0.681159420289855,NA,NA,NA
"St. Louis Blues",1990,47,22,0.681159420289855,NA,NA,NA
"St. Louis Blues",1990,47,22,0.681159420289855,NA,NA,NA
"St. Louis Blues",1990,47,22,0.681159420289855,NA,NA,NA
"St. Louis Blues",1990,47,22,0.681159420289855,NA,NA,NA
"St. Louis Blues",1990,47,22,0.681159420289855,NA,NA,NA
"St. Louis Blues",1990,47,22,0.681159420289855,NA,NA,NA
"St. Louis Blues",1990,47,22,0.681159420289855,NA,NA,NA
"St. Louis Blues",1990,47,22,0.681159420289855,NA,NA,NA
"St. Louis Blues",1990,47,22,0.681159420289855,NA,NA,NA
"St. Louis Blues",1990,47,22,0.681159420289855,NA,NA,NA
"St. Louis Blues",2012,29,17,0.630434782608696,NA,NA,NA
"St. Louis Blues",2013,52,23,0.693333333333333,NA,NA,NA
"St. Louis Blues",2014,51,24,0.68,NA,NA,NA
"St. Louis Blues",2015,49,24,0.671232876712329,NA,NA,NA
"St. Louis Blues",2016,46,29,0.613333333333333,NA,NA,NA
"St. Louis Blues",2017,44,32,0.578947368421053,NA,NA,NA
"St. Louis Blues",2018,45,28,0.616438356164384,NA,NA,NA
"St. Louis Blues",2019,42,19,0.688524590163934,NA,NA,NA
"St. Louis Blues",2020,27,20,0.574468085106383,NA,NA,NA
"St. Louis Blues",2021,35,20,0.636363636363636,NA,NA,NA
"Tampa Bay Lightning",2012,18,26,0.409090909090909,NA,NA,NA
"Tampa Bay Lightning",2013,46,27,0.63013698630137,NA,NA,NA
"Tampa Bay Lightning",2014,50,24,0.675675675675676,NA,NA,NA
"Tampa Bay Lightning",2015,46,31,0.597402597402597,NA,NA,NA
"Tampa Bay Lightning",2016,42,30,0.583333333333333,NA,NA,NA
"Tampa Bay Lightning",2017,54,23,0.701298701298701,NA,NA,NA
"Tampa Bay Lightning",2018,62,16,0.794871794871795,NA,NA,NA
"Tampa Bay Lightning",2019,43,21,0.671875,NA,NA,NA
"Tampa Bay Lightning",2020,36,17,0.679245283018868,NA,NA,NA
"Tampa Bay Lightning",2021,41,18,0.694915254237288,NA,NA,NA
"Toronto Maple Leafs",1990,23,46,0.333333333333333,NA,NA,NA
"Toronto Maple Leafs",1990,23,46,0.333333333333333,NA,NA,NA
"Toronto Maple Leafs",1990,23,46,0.333333333333333,NA,NA,NA
"Toronto Maple Leafs",1990,23,46,0.333333333333333,NA,NA,NA
"Toronto Maple Leafs",1990,23,46,0.333333333333333,NA,NA,NA
"Toronto Maple Leafs",1990,23,46,0.333333333333333,NA,NA,NA
"Toronto Maple Leafs",1990,23,46,0.333333333333333,NA,NA,NA
"Toronto Maple Leafs",1990,23,46,0.333333333333333,NA,NA,NA
"Toronto Maple Leafs",1990,23,46,0.333333333333333,NA,NA,NA
"Toronto Maple Leafs",1990,23,46,0.333333333333333,NA,NA,NA
"Toronto Maple Leafs",1990,23,46,0.333333333333333,NA,NA,NA
"Toronto Maple Leafs",1990,23,46,0.333333333333333,NA,NA,NA
"Toronto Maple Leafs",1990,23,46,0.333333333333333,NA,NA,NA
"Toronto Maple Leafs",1990,23,46,0.333333333333333,NA,NA,NA
"Toronto Maple Leafs",1990,23,46,0.333333333333333,NA,NA,NA
"Toronto Maple Leafs",1990,23,46,0.333333333333333,NA,NA,NA
"Toronto Maple Leafs",1990,23,46,0.333333333333333,NA,NA,NA
"Toronto Maple Leafs",1990,23,46,0.333333333333333,NA,NA,NA
"Toronto Maple Leafs",1990,23,46,0.333333333333333,NA,NA,NA
"Toronto Maple Leafs",1990,23,46,0.333333333333333,NA,NA,NA
"Toronto Maple Leafs",1990,23,46,0.333333333333333,NA,NA,NA
"Toronto Maple Leafs",1990,23,46,0.333333333333333,NA,NA,NA
"Toronto Maple Leafs",1990,23,46,0.333333333333333,NA,NA,NA
"Toronto Maple Leafs",1990,23,46,0.333333333333333,NA,NA,NA
"Toronto Maple Leafs",2012,26,17,0.604651162790698,NA,NA,NA
"Toronto Maple Leafs",2013,38,36,0.513513513513513,NA,NA,NA
"Toronto Maple Leafs",2014,30,44,0.405405405405405,NA,NA,NA
"Toronto Maple Leafs",2015,29,42,0.408450704225352,NA,NA,NA
"Toronto Maple Leafs",2016,40,27,0.597014925373134,NA,NA,NA
"Toronto Maple Leafs",2017,49,26,0.653333333333333,NA,NA,NA
"Toronto Maple Leafs",2018,46,28,0.621621621621622,NA,NA,NA
"Toronto Maple Leafs",2019,36,25,0.59016393442623,NA,NA,NA
"Toronto Maple Leafs",2020,35,14,0.714285714285714,NA,NA,NA
"Toronto Maple Leafs",2021,41,19,0.683333333333333,NA,NA,NA
"Vancouver Canucks",1990,28,43,0.394366197183099,NA,NA,NA
"Vancouver Canucks",1990,28,43,0.394366197183099,NA,NA,NA
"Vancouver Canucks",1990,28,43,0.394366197183099,NA,NA,NA
"Vancouver Canucks",1990,28,43,0.394366197183099,NA,NA,NA
"Vancouver Canucks",1990,28,43,0.394366197183099,NA,NA,NA
"Vancouver Canucks",1990,28,43,0.394366197183099,NA,NA,NA
"Vancouver Canucks",1990,28,43,0.394366197183099,NA,NA,NA
"Vancouver Canucks",1990,28,43,0.394366197183099,NA,NA,NA
"Vancouver Canucks",1990,28,43,0.394366197183099,NA,NA,NA
